"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","점포구분명"
"3230000","2016323023107500002","20161229","","03","폐업","3","폐업처리","20211118","","","","02-380-9461","644.82","","","서울특별시 송파구 법원로 55, 상가D동 401외 5호 (문정동, 송파아이파크)","05841","노브랜드 문정점","2021-11-30 10:42:51","U","2021-12-02 02:40:00.0","구분없음","210697              ","441990              ","준대규모점포"
"3230000","2014323019807500013","20140717","","03","폐업","3","폐업처리","20161130","","","","02-411-9539","9800.99","","서울특별시 송파구 신천동 29번지","서울특별시 송파구 올림픽로 300 (신천동)","05551","롯데면세점 월드타워점","2016-11-30 17:47:35","I","2018-08-31 23:59:59.0","전문점","209074.900840074    ","445657.80932984     ","대규모점포"
"3230000","1980323007807500002","19800307","","03","폐업","3","폐업처리","20090629","","","","02 4044946","0","","서울특별시 송파구 오금동 1번지 11호","","","석우종합시장","2009-06-29 17:26:38","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","",""
"3230000","1980323007807500007","19800614","","03","폐업","3","폐업처리","20160322","","","","4226372","27690","138796","서울특별시 송파구 신천동 7번지","서울특별시 송파구 올림픽로35길 124 (신천동)","138796","장미종합상가","2016-03-22 08:41:52","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","208707.089897534    ","446299.352775446    ","대규모점포"
"3230000","1988323007807500001","19880819","","03","폐업","3","폐업처리","19880820","","","","02 4275393","0","","서울특별시 송파구 문정동 112호","서울특별시 송파구 새말로 176 (문정동)","","주-화신유통","2008-07-17 17:35:36","I","2018-08-31 23:59:59.0","","211632.462045386    ","442617.382308292    ",""
"3230000","2010323019807500001","20100424","","03","폐업","3","폐업처리","20160531","","","","2290-5853","311.4","138814","서울특별시 송파구 거여2동 37번지 3호","서울특별시 송파구 오금로 507 (거여동)","138814","롯데쇼핑(주)롯데슈퍼거여점","2017-04-14 10:15:12","I","2018-08-31 23:59:59.0","구분없음","212769.337053978    ","443460.333645388    ","준대규모점포"
"3230000","2014323019807500002","20110831","","03","폐업","3","폐업처리","20160322","","","","024098880","224","","","서울특별시 송파구 새말로 136 (문정동)","138200","(주)지에스리테일 문정점","2016-03-22 11:19:37","I","2018-08-31 23:59:59.0","구분없음","211350.099419457    ","442328.447083979    ","준대규모점포"
"3230000","2014323019807500004","20111025","","03","폐업","3","폐업처리","20160601","","","","024158545","182","","","서울특별시 송파구 백제고분로 387 (송파동)","138848","홈플러스익스프레스 송파2점","2017-04-14 10:11:22","I","2018-08-31 23:59:59.0","구분없음","209522.43324123     ","444926.099764329    ","준대규모점포"
"3230000","1996323007807500012","19961105","","03","폐업","3","폐업처리","20010712","","","","5582042","1","","서울특별시 송파구 가락동 78호","서울특별시 송파구 중대로 135 (가락동)","","가락동포스코주상복합상가","2008-07-17 16:15:09","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","210758.119119654    ","443662.956402309    ",""
"3230000","2001323007807500006","19880614","","03","폐업","3","폐업처리","20010526","","","","410-7484","0","","서울특별시 송파구 잠실동 40호","서울특별시 송파구 올림픽로 212 (잠실동)","","갤러리아 잠실점","2008-07-17 15:37:51","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","208233.926974585    ","445435.257647797    ",""
"3230000","2013323019807500001","20111102","","03","폐업","3","폐업처리","20180529","20180401","20190115","","000234598000","260","138837","서울특별시 송파구 삼전동 9번지 19호","서울특별시 송파구 백제고분로 207 (삼전동)","138837","홈플러스(주)익스프레스 삼전점","2018-06-04 08:00:07","I","2018-08-31 23:59:59.0","구분없음","207869.041788408    ","444656.547305861    ","준대규모점포"
"3230000","2012323019807500001","20120321","","03","폐업","3","폐업처리","20120321","","","","422-5851","9815","138916","서울특별시 송파구 잠실3동","서울특별시 송파구 올림픽로 203 (잠실동)","138916","(유)잠실중앙상가","2017-07-24 11:36:42","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","208187.623477261    ","445589.718583334    ","대규모점포"
"3230000","2020323026107500003","20200724","","01","영업/정상","5","영업개시전","","","","20200820","","182","","서울특별시 송파구 가락동 191-5","서울특별시 송파구 동남로20길 24 (가락동)","05783","롯데프레시송파가락가맹점","2020-09-02 17:15:35","U","2020-09-04 02:40:00.0","구분없음","211822.100655974    ","443697.739713172    ","준대규모점포"
"3240000","2019324023607500001","20190604","","01","영업/정상","1","정상영업","","","","","02-2006-2422","719.46","","서울특별시 강동구 고덕동 217번지 고덕그라시움아파트(상가1동)","서울특별시 강동구 고덕로 353, 고덕그라시움아파트(상가1동) 지하1층 108-119,128호 (고덕동)","05224","지에스 더프레시(GS THE FRESH) 고덕그라시움점","2020-04-24 10:10:40","U","2020-04-26 02:40:00.0","구분없음","214293.085340515    ","450636.626425939    ","준대규모점포"
"3240000","2004324010607500001","20040524","","01","영업/정상","1","정상영업","","","","","000204782635","4075.83","134890","서울특별시 강동구 성내동 428번지 2호","서울특별시 강동구 양재대로89길 16 (성내동)","134890","파크프라자 상가","2014-10-15 14:25:41","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","211838.35431041     ","447195.676766748    ","대규모점포"
"3240000","2005324011907500002","20050509","","01","영업/정상","1","정상영업","","","","","02 4850731","5374.49","","서울특별시 강동구 천호동 422번지 2호","","","천호신시장","2014-10-13 19:42:04","I","2018-08-31 23:59:59.0","시장","211252.735515916    ","448823.39875114     ","대규모점포"
"3240000","2006324011907500003","20060721","","01","영업/정상","1","정상영업","","","","","0234319000","3295.46","134840","서울특별시 강동구 성내동 25번지 1호","서울특별시 강동구 천호대로162길 34 (성내동)","134840","이안강동주상복합상가","2014-10-15 13:36:10","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","211238.661063855    ","448150.595848877    ","대규모점포"
"3240000","2007324013907500001","20070605","","01","영업/정상","1","정상영업","","","","","02-3393-3466","3513.8","134814","서울특별시 강동구 길동 414번지 10호","서울특별시 강동구 진황도로 99 (길동)","134814","강동한신휴플러스","2015-11-26 18:04:34","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","212081.019857419    ","448209.124823551    ","대규모점포"
"3240000","2009324013907500001","20081107","","01","영업/정상","1","정상영업","","","","","000234008000","14176","134861","서울특별시 강동구 천호동 42번지","서울특별시 강동구 양재대로 1571 (천호동)","134861","홈플러스 강동점","2021-06-07 19:12:12","U","2021-06-09 02:40:00.0","대형마트","212501.369116329    ","449282.31038379     ","대규모점포"
"3240000","2010324013907500001","20100506","","01","영업/정상","1","정상영업","","","","","02-470-9205","3620.92","134811","서울특별시 강동구 길동 339번지 1호","서울특별시 강동구 양재대로124길 32 (길동)","134811","동서울오네뜨상가","2014-10-07 20:38:06","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","212624.891449347    ","448937.811380947    ","대규모점포"
"3240000","2011324013907500002","20110927","","01","영업/정상","1","정상영업","","","","","4763708","1494.61","134830","서울특별시 강동구 명일1동 312번지 99호","서울특별시 강동구 양재대로 1630 (명일동)","134071","(주)지에스리테일 명일점","2016-02-16 09:08:21","I","2018-08-31 23:59:59.0","구분없음","212676.162193508    ","449910.881572138    ","준대규모점포"
"3240000","2005324010607500002","2005-03-31","","01","영업/정상","1","정상영업","","","","","2224 1053","9081","","서울특별시 강동구 천호동 454번지 1호","서울특별시 강동구 천호대로 1017 (천호동)","134-874","(주)이마트천호점","2023-07-20 09:12:38","U","2022-12-06 22:02:00.0","대형마트","211025.924972294","448495.189151526",""
"3240000","1999324013907500001","1999-04-12","","01","영업/정상","1","정상영업","","","","","02-2225-8702","36175","","서울특별시 강동구 천호동 455번지 8호","서울특별시 강동구 천호대로 1005 (천호동, 현대백화점)","134-779","현대백화점 천호점","2023-12-26 17:25:26","U","2022-11-01 22:08:00.0","백화점","210929.919693661","448537.406728283",""
"3240000","2013324018907500003","19920502","","01","영업/정상","1","정상영업","","","","","428-7744","9484.37","134825","서울특별시 강동구 명일동 48번지","서울특별시 강동구  고덕로62길  55 (명일동)","134825","주양쇼핑","2013-12-23 15:10:48","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","213493.90717524     ","450038.847319845    ","대규모점포"
"3240000","2011324013907500005","20110927","","01","영업/정상","1","정상영업","","","","","69332502","1127.88","134716","서울특별시 강동구 암사3동 414번지 18호 강동롯데캐슬퍼스트아파트","서울특별시 강동구 고덕로 133 (암사동)","134852","(주)지에스리테일 암사캐슬점","2016-02-16 09:05:34","I","2018-08-31 23:59:59.0","구분없음","212334.9584644      ","450346.790651613    ","준대규모점포"
"3240000","2011324013907500006","20110927","","01","영업/정상","1","정상영업","","","","","4410671","324","134857","서울특별시 강동구 암사1동 473번지 3호","서울특별시 강동구 고덕로24길 50 (암사동)","134854","홈플러스(주) 익스프레스 암사점","2021-06-07 19:12:53","U","2021-06-09 02:40:00.0","대형마트","211868.244314608    ","450020.355211693    ","준대규모점포"
"3240000","2011324013907500007","20110927","","01","영업/정상","1","정상영업","","","","","4758546","189.1","134850","서울특별시 강동구 성내1동 521번지","서울특별시 강동구 풍성로 138 (성내동)","134850","홈플러스(주) 익스프레스 성내점","2021-06-07 19:05:06","U","2021-06-09 02:40:00.0","구분없음","211185.497701374    ","447670.852055872    ","준대규모점포"
"3240000","2011324013907500008","20110927","","01","영업/정상","1","정상영업","","","","","4400785","1056.33","134832","서울특별시 강동구 명일2동 15번지 삼익그린맨션 상가동 지층22,23,25","서울특별시 강동구 고덕로 210 (명일동)","134780","(주)이마트에브리데이 명일동점","2021-05-03 16:56:49","U","2021-05-05 02:40:00.0","구분없음","213048.692179757    ","450124.105734971    ","준대규모점포"
"3240000","2011324013907500010","20111007","","01","영업/정상","1","정상영업","","","","","0234598000","252.4","134010","서울특별시 강동구 길동 391번지 2호","서울특별시 강동구 양재대로 1486 (길동)","134880","홈플러스(주)익스프레스 길동점","2021-06-08 09:27:08","U","2021-06-10 02:40:00.0","구분없음","212349.37381605     ","448466.105629578    ","준대규모점포"
"3240000","2005324011907500005","20050720","","02","휴업","2","휴업처리","","","","","02  485 9001","3223.68","","서울특별시 강동구 천호동 563호   ","","","동아코아","2007-06-30 10:04:31","I","2018-08-31 23:59:59.0","쇼핑센터","211055.486155787    ","448786.697371515    ",""
"3240000","2005324010607500001","20050112","","02","휴업","2","휴업처리","","","","","02 485 0731","4310.62","","서울특별시 강동구 천호동 422번지 2호   ","","","천호신시장","2007-06-30 10:04:31","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","211252.735515916    ","448823.39875114     ",""
"3240000","2005324010607500003","20050331","","02","휴업","2","휴업처리","","","","","","8659","","서울특별시 강동구 명일동 52번지 5호   ","","","신세계이마트천호점","2007-06-30 10:04:31","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","",""
"3240000","2005324011907500001","20050509","","02","휴업","2","휴업처리","","","","","02  4850731","4310.62","","서울특별시 강동구 천호동 422번지 2호   ","","","천호신시장","2007-06-30 10:04:31","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","211252.735515916    ","448823.39875114     ",""
